method_name,combination,wtau
lsq_5_scorers,"etran_energy_score,parc_score,leep_score,hscore_score,reg_hscore_score",0.6820118267076669
overall_5_scorers,"etran_energy_score,parc_score,logme_score,tmi_score,nce_score",0.2584399748740622
per_scorer_5_scorers,"etran_energy_score,parc_score,logme_score,tmi_score,nce_score",0.6777406910180239
per_scorer_dataset_5_scorers,"etran_energy_score,parc_score,logme_score,tmi_score,nce_score",0.6777406910180239
svm_5_scorers,"etran_energy_score,parc_score,logme_score,tmi_score,nce_score",0.5678311361823084
lsq_5_scorers,"etran_energy_score,parc_score,logme_score,tmi_score,nce_score",0.6966891513700882
overall_5_scorers,"etran_energy_score,parc_score,logme_score,tmi_score,sfda_score",0.44992124195484096
per_scorer_5_scorers,"etran_energy_score,parc_score,logme_score,tmi_score,sfda_score",0.6200906230712495
per_scorer_dataset_5_scorers,"etran_energy_score,parc_score,logme_score,tmi_score,sfda_score",0.6200906230712495
svm_5_scorers,"etran_energy_score,parc_score,logme_score,tmi_score,sfda_score",0.5720488997822679
lsq_5_scorers,"etran_energy_score,parc_score,logme_score,tmi_score,sfda_score",0.6662287418282539
overall_5_scorers,"etran_energy_score,parc_score,logme_score,tmi_score,hscore_score",0.09140175635230517
per_scorer_5_scorers,"etran_energy_score,parc_score,logme_score,tmi_score,hscore_score",0.6591398335064508
per_scorer_dataset_5_scorers,"etran_energy_score,parc_score,logme_score,tmi_score,hscore_score",0.6591398335064508
svm_5_scorers,"etran_energy_score,parc_score,logme_score,tmi_score,hscore_score",0.565922057589852
lsq_5_scorers,"etran_energy_score,parc_score,logme_score,tmi_score,hscore_score",0.678932667687578
overall_5_scorers,"etran_energy_score,parc_score,logme_score,tmi_score,reg_hscore_score",0.44992124195484096
per_scorer_5_scorers,"etran_energy_score,parc_score,logme_score,tmi_score,reg_hscore_score",0.6671839653820414
per_scorer_dataset_5_scorers,"etran_energy_score,parc_score,logme_score,tmi_score,reg_hscore_score",0.6671839653820414
svm_5_scorers,"etran_energy_score,parc_score,logme_score,tmi_score,reg_hscore_score",0.5847227183089533
lsq_5_scorers,"etran_energy_score,parc_score,logme_score,tmi_score,reg_hscore_score",0.6745178379103309
overall_5_scorers,"etran_energy_score,parc_score,logme_score,nce_score,sfda_score",0.2584399748740622
per_scorer_5_scorers,"etran_energy_score,parc_score,logme_score,nce_score,sfda_score",0.6263132613220672
per_scorer_dataset_5_scorers,"etran_energy_score,parc_score,logme_score,nce_score,sfda_score",0.6263132613220672
svm_5_scorers,"etran_energy_score,parc_score,logme_score,nce_score,sfda_score",0.5197114075314845
lsq_5_scorers,"etran_energy_score,parc_score,logme_score,nce_score,sfda_score",0.6819187676795043
overall_5_scorers,"etran_energy_score,parc_score,logme_score,nce_score,hscore_score",0.09140175635230517
per_scorer_5_scorers,"etran_energy_score,parc_score,logme_score,nce_score,hscore_score",0.6250076978975507
per_scorer_dataset_5_scorers,"etran_energy_score,parc_score,logme_score,nce_score,hscore_score",0.6250076978975507
svm_5_scorers,"etran_energy_score,parc_score,logme_score,nce_score,hscore_score",0.5157221859565708
lsq_5_scorers,"etran_energy_score,parc_score,logme_score,nce_score,hscore_score",0.6952207346462862
overall_5_scorers,"etran_energy_score,parc_score,logme_score,nce_score,reg_hscore_score",0.2584399748740622
per_scorer_5_scorers,"etran_energy_score,parc_score,logme_score,nce_score,reg_hscore_score",0.6209692097783148
per_scorer_dataset_5_scorers,"etran_energy_score,parc_score,logme_score,nce_score,reg_hscore_score",0.6209692097783148
svm_5_scorers,"etran_energy_score,parc_score,logme_score,nce_score,reg_hscore_score",0.517565575823264
lsq_5_scorers,"etran_energy_score,parc_score,logme_score,nce_score,reg_hscore_score",0.7009164945758898
overall_5_scorers,"etran_energy_score,parc_score,logme_score,sfda_score,hscore_score",0.09140175635230517
per_scorer_5_scorers,"etran_energy_score,parc_score,logme_score,sfda_score,hscore_score",0.6083952928553932
per_scorer_dataset_5_scorers,"etran_energy_score,parc_score,logme_score,sfda_score,hscore_score",0.6083952928553932
svm_5_scorers,"etran_energy_score,parc_score,logme_score,sfda_score,hscore_score",0.5066489307107106
lsq_5_scorers,"etran_energy_score,parc_score,logme_score,sfda_score,hscore_score",0.6723377933241094
overall_5_scorers,"etran_energy_score,parc_score,logme_score,sfda_score,reg_hscore_score",0.44992124195484096
per_scorer_5_scorers,"etran_energy_score,parc_score,logme_score,sfda_score,reg_hscore_score",0.6364197454835581
per_scorer_dataset_5_scorers,"etran_energy_score,parc_score,logme_score,sfda_score,reg_hscore_score",0.6364197454835581
svm_5_scorers,"etran_energy_score,parc_score,logme_score,sfda_score,reg_hscore_score",0.5459841608060008
lsq_5_scorers,"etran_energy_score,parc_score,logme_score,sfda_score,reg_hscore_score",0.6914340533091377
overall_5_scorers,"etran_energy_score,parc_score,logme_score,hscore_score,reg_hscore_score",0.09140175635230517
per_scorer_5_scorers,"etran_energy_score,parc_score,logme_score,hscore_score,reg_hscore_score",0.6498804602042654
per_scorer_dataset_5_scorers,"etran_energy_score,parc_score,logme_score,hscore_score,reg_hscore_score",0.6498804602042654
svm_5_scorers,"etran_energy_score,parc_score,logme_score,hscore_score,reg_hscore_score",0.49922610469961687
lsq_5_scorers,"etran_energy_score,parc_score,logme_score,hscore_score,reg_hscore_score",0.678743812601013
overall_5_scorers,"etran_energy_score,parc_score,tmi_score,nce_score,sfda_score",0.2584399748740622
per_scorer_5_scorers,"etran_energy_score,parc_score,tmi_score,nce_score,sfda_score",0.5975169661662004
per_scorer_dataset_5_scorers,"etran_energy_score,parc_score,tmi_score,nce_score,sfda_score",0.5975169661662004
svm_5_scorers,"etran_energy_score,parc_score,tmi_score,nce_score,sfda_score",0.5191804236649105
lsq_5_scorers,"etran_energy_score,parc_score,tmi_score,nce_score,sfda_score",0.6818161290455013
overall_5_scorers,"etran_energy_score,parc_score,tmi_score,nce_score,hscore_score",0.09140175635230517
per_scorer_5_scorers,"etran_energy_score,parc_score,tmi_score,nce_score,hscore_score",0.6493522133679286
per_scorer_dataset_5_scorers,"etran_energy_score,parc_score,tmi_score,nce_score,hscore_score",0.6493522133679286
svm_5_scorers,"etran_energy_score,parc_score,tmi_score,nce_score,hscore_score",0.5210251820467244
lsq_5_scorers,"etran_energy_score,parc_score,tmi_score,nce_score,hscore_score",0.7168911715721086
overall_5_scorers,"etran_energy_score,parc_score,tmi_score,nce_score,reg_hscore_score",0.2584399748740622
per_scorer_5_scorers,"etran_energy_score,parc_score,tmi_score,nce_score,reg_hscore_score",0.6717698595492926
per_scorer_dataset_5_scorers,"etran_energy_score,parc_score,tmi_score,nce_score,reg_hscore_score",0.6717698595492926
svm_5_scorers,"etran_energy_score,parc_score,tmi_score,nce_score,reg_hscore_score",0.5249035538969157
lsq_5_scorers,"etran_energy_score,parc_score,tmi_score,nce_score,reg_hscore_score",0.7005100455852381
overall_5_scorers,"etran_energy_score,parc_score,tmi_score,sfda_score,hscore_score",0.09140175635230517
per_scorer_5_scorers,"etran_energy_score,parc_score,tmi_score,sfda_score,hscore_score",0.5863882012100412
per_scorer_dataset_5_scorers,"etran_energy_score,parc_score,tmi_score,sfda_score,hscore_score",0.5863882012100412
svm_5_scorers,"etran_energy_score,parc_score,tmi_score,sfda_score,hscore_score",0.5369902794371023
lsq_5_scorers,"etran_energy_score,parc_score,tmi_score,sfda_score,hscore_score",0.6357204342572175
overall_5_scorers,"etran_energy_score,parc_score,tmi_score,sfda_score,reg_hscore_score",0.44992124195484096
per_scorer_5_scorers,"etran_energy_score,parc_score,tmi_score,sfda_score,reg_hscore_score",0.6204587536385392
per_scorer_dataset_5_scorers,"etran_energy_score,parc_score,tmi_score,sfda_score,reg_hscore_score",0.6204587536385392
svm_5_scorers,"etran_energy_score,parc_score,tmi_score,sfda_score,reg_hscore_score",0.5565395179268637
lsq_5_scorers,"etran_energy_score,parc_score,tmi_score,sfda_score,reg_hscore_score",0.674372775307608
overall_5_scorers,"etran_energy_score,parc_score,tmi_score,hscore_score,reg_hscore_score",0.09140175635230517
per_scorer_5_scorers,"etran_energy_score,parc_score,tmi_score,hscore_score,reg_hscore_score",0.6484530989340636
per_scorer_dataset_5_scorers,"etran_energy_score,parc_score,tmi_score,hscore_score,reg_hscore_score",0.6484530989340636
svm_5_scorers,"etran_energy_score,parc_score,tmi_score,hscore_score,reg_hscore_score",0.5451302073710967
lsq_5_scorers,"etran_energy_score,parc_score,tmi_score,hscore_score,reg_hscore_score",0.6865758246329975
overall_5_scorers,"etran_energy_score,parc_score,nce_score,sfda_score,hscore_score",0.09140175635230517
per_scorer_5_scorers,"etran_energy_score,parc_score,nce_score,sfda_score,hscore_score",0.6133999526493764
per_scorer_dataset_5_scorers,"etran_energy_score,parc_score,nce_score,sfda_score,hscore_score",0.6133999526493764
svm_5_scorers,"etran_energy_score,parc_score,nce_score,sfda_score,hscore_score",0.4460606608012098
lsq_5_scorers,"etran_energy_score,parc_score,nce_score,sfda_score,hscore_score",0.6489471328923974
overall_5_scorers,"etran_energy_score,parc_score,nce_score,sfda_score,reg_hscore_score",0.2584399748740622
per_scorer_5_scorers,"etran_energy_score,parc_score,nce_score,sfda_score,reg_hscore_score",0.6114142372101994
per_scorer_dataset_5_scorers,"etran_energy_score,parc_score,nce_score,sfda_score,reg_hscore_score",0.6114142372101994
svm_5_scorers,"etran_energy_score,parc_score,nce_score,sfda_score,reg_hscore_score",0.4791321971920806
lsq_5_scorers,"etran_energy_score,parc_score,nce_score,sfda_score,reg_hscore_score",0.6787410755707736
overall_5_scorers,"etran_energy_score,parc_score,nce_score,hscore_score,reg_hscore_score",0.09140175635230517
per_scorer_5_scorers,"etran_energy_score,parc_score,nce_score,hscore_score,reg_hscore_score",0.6534167032744461
per_scorer_dataset_5_scorers,"etran_energy_score,parc_score,nce_score,hscore_score,reg_hscore_score",0.6534167032744461
svm_5_scorers,"etran_energy_score,parc_score,nce_score,hscore_score,reg_hscore_score",0.48472258145744085
lsq_5_scorers,"etran_energy_score,parc_score,nce_score,hscore_score,reg_hscore_score",0.673885583924874
overall_5_scorers,"etran_energy_score,parc_score,sfda_score,hscore_score,reg_hscore_score",0.09140175635230517
per_scorer_5_scorers,"etran_energy_score,parc_score,sfda_score,hscore_score,reg_hscore_score",0.6197608109273193
per_scorer_dataset_5_scorers,"etran_energy_score,parc_score,sfda_score,hscore_score,reg_hscore_score",0.6197608109273193
svm_5_scorers,"etran_energy_score,parc_score,sfda_score,hscore_score,reg_hscore_score",0.4476057143717349
lsq_5_scorers,"etran_energy_score,parc_score,sfda_score,hscore_score,reg_hscore_score",0.6850937227579948
overall_5_scorers,"etran_energy_score,nleep_score,leep_score,logme_score,tmi_score",0.39063442992449915
per_scorer_5_scorers,"etran_energy_score,nleep_score,leep_score,logme_score,tmi_score",0.7295116180091109
per_scorer_dataset_5_scorers,"etran_energy_score,nleep_score,leep_score,logme_score,tmi_score",0.7295116180091109
svm_5_scorers,"etran_energy_score,nleep_score,leep_score,logme_score,tmi_score",0.5715630769146544
lsq_5_scorers,"etran_energy_score,nleep_score,leep_score,logme_score,tmi_score",0.7082900540426623
overall_5_scorers,"etran_energy_score,nleep_score,leep_score,logme_score,nce_score",0.2584399748740622
per_scorer_5_scorers,"etran_energy_score,nleep_score,leep_score,logme_score,nce_score",0.6593642699861363
per_scorer_dataset_5_scorers,"etran_energy_score,nleep_score,leep_score,logme_score,nce_score",0.6593642699861363
svm_5_scorers,"etran_energy_score,nleep_score,leep_score,logme_score,nce_score",0.6165968039697891
lsq_5_scorers,"etran_energy_score,nleep_score,leep_score,logme_score,nce_score",0.7507865540652426
overall_5_scorers,"etran_energy_score,nleep_score,leep_score,logme_score,sfda_score",0.39063442992449915
per_scorer_5_scorers,"etran_energy_score,nleep_score,leep_score,logme_score,sfda_score",0.7266295251663082
per_scorer_dataset_5_scorers,"etran_energy_score,nleep_score,leep_score,logme_score,sfda_score",0.7266295251663082
svm_5_scorers,"etran_energy_score,nleep_score,leep_score,logme_score,sfda_score",0.5699003310438071
lsq_5_scorers,"etran_energy_score,nleep_score,leep_score,logme_score,sfda_score",0.7434814203544728
overall_5_scorers,"etran_energy_score,nleep_score,leep_score,logme_score,hscore_score",0.09140175635230517
per_scorer_5_scorers,"etran_energy_score,nleep_score,leep_score,logme_score,hscore_score",0.689468865596761
per_scorer_dataset_5_scorers,"etran_energy_score,nleep_score,leep_score,logme_score,hscore_score",0.689468865596761
svm_5_scorers,"etran_energy_score,nleep_score,leep_score,logme_score,hscore_score",0.616908825417157
lsq_5_scorers,"etran_energy_score,nleep_score,leep_score,logme_score,hscore_score",0.7308582368872304
overall_5_scorers,"etran_energy_score,nleep_score,leep_score,logme_score,reg_hscore_score",0.39063442992449915
per_scorer_5_scorers,"etran_energy_score,nleep_score,leep_score,logme_score,reg_hscore_score",0.7067491060174979
per_scorer_dataset_5_scorers,"etran_energy_score,nleep_score,leep_score,logme_score,reg_hscore_score",0.7067491060174979
svm_5_scorers,"etran_energy_score,nleep_score,leep_score,logme_score,reg_hscore_score",0.5951836478865333
lsq_5_scorers,"etran_energy_score,nleep_score,leep_score,logme_score,reg_hscore_score",0.7264913051391843
overall_5_scorers,"etran_energy_score,nleep_score,leep_score,tmi_score,nce_score",0.2584399748740622
per_scorer_5_scorers,"etran_energy_score,nleep_score,leep_score,tmi_score,nce_score",0.6580532325011387
per_scorer_dataset_5_scorers,"etran_energy_score,nleep_score,leep_score,tmi_score,nce_score",0.6580532325011387
svm_5_scorers,"etran_energy_score,nleep_score,leep_score,tmi_score,nce_score",0.5478973449438153
lsq_5_scorers,"etran_energy_score,nleep_score,leep_score,tmi_score,nce_score",0.7156827727211144
overall_5_scorers,"etran_energy_score,nleep_score,leep_score,tmi_score,sfda_score",0.39063442992449915
per_scorer_5_scorers,"etran_energy_score,nleep_score,leep_score,tmi_score,sfda_score",0.6117413123238886
per_scorer_dataset_5_scorers,"etran_energy_score,nleep_score,leep_score,tmi_score,sfda_score",0.6117413123238886
svm_5_scorers,"etran_energy_score,nleep_score,leep_score,tmi_score,sfda_score",0.5500418081369159
lsq_5_scorers,"etran_energy_score,nleep_score,leep_score,tmi_score,sfda_score",0.6978770224942824
overall_5_scorers,"etran_energy_score,nleep_score,leep_score,tmi_score,hscore_score",0.09140175635230517
per_scorer_5_scorers,"etran_energy_score,nleep_score,leep_score,tmi_score,hscore_score",0.6782388305217191
per_scorer_dataset_5_scorers,"etran_energy_score,nleep_score,leep_score,tmi_score,hscore_score",0.6782388305217191
svm_5_scorers,"etran_energy_score,nleep_score,leep_score,tmi_score,hscore_score",0.5672563598318908
lsq_5_scorers,"etran_energy_score,nleep_score,leep_score,tmi_score,hscore_score",0.7090605280552446
overall_5_scorers,"etran_energy_score,nleep_score,leep_score,tmi_score,reg_hscore_score",0.39063442992449915
per_scorer_5_scorers,"etran_energy_score,nleep_score,leep_score,tmi_score,reg_hscore_score",0.6698594124417184
per_scorer_dataset_5_scorers,"etran_energy_score,nleep_score,leep_score,tmi_score,reg_hscore_score",0.6698594124417184
svm_5_scorers,"etran_energy_score,nleep_score,leep_score,tmi_score,reg_hscore_score",0.5200425881905357
lsq_5_scorers,"etran_energy_score,nleep_score,leep_score,tmi_score,reg_hscore_score",0.7101060736069543
overall_5_scorers,"etran_energy_score,nleep_score,leep_score,nce_score,sfda_score",0.2584399748740622
per_scorer_5_scorers,"etran_energy_score,nleep_score,leep_score,nce_score,sfda_score",0.6975376307445126
per_scorer_dataset_5_scorers,"etran_energy_score,nleep_score,leep_score,nce_score,sfda_score",0.6975376307445126
svm_5_scorers,"etran_energy_score,nleep_score,leep_score,nce_score,sfda_score",0.5049629200828216
lsq_5_scorers,"etran_energy_score,nleep_score,leep_score,nce_score,sfda_score",0.729870168970562
overall_5_scorers,"etran_energy_score,nleep_score,leep_score,nce_score,hscore_score",0.09140175635230517
per_scorer_5_scorers,"etran_energy_score,nleep_score,leep_score,nce_score,hscore_score",0.6758110846987693
per_scorer_dataset_5_scorers,"etran_energy_score,nleep_score,leep_score,nce_score,hscore_score",0.6758110846987693
svm_5_scorers,"etran_energy_score,nleep_score,leep_score,nce_score,hscore_score",0.572214490111794
lsq_5_scorers,"etran_energy_score,nleep_score,leep_score,nce_score,hscore_score",0.729849641243761
overall_5_scorers,"etran_energy_score,nleep_score,leep_score,nce_score,reg_hscore_score",0.2584399748740622
per_scorer_5_scorers,"etran_energy_score,nleep_score,leep_score,nce_score,reg_hscore_score",0.6481410774866949
per_scorer_dataset_5_scorers,"etran_energy_score,nleep_score,leep_score,nce_score,reg_hscore_score",0.6481410774866949
svm_5_scorers,"etran_energy_score,nleep_score,leep_score,nce_score,reg_hscore_score",0.5620792671327831
lsq_5_scorers,"etran_energy_score,nleep_score,leep_score,nce_score,reg_hscore_score",0.7286877719068476
overall_5_scorers,"etran_energy_score,nleep_score,leep_score,sfda_score,hscore_score",0.09140175635230517
per_scorer_5_scorers,"etran_energy_score,nleep_score,leep_score,sfda_score,hscore_score",0.6972283463273837
per_scorer_dataset_5_scorers,"etran_energy_score,nleep_score,leep_score,sfda_score,hscore_score",0.6972283463273837
svm_5_scorers,"etran_energy_score,nleep_score,leep_score,sfda_score,hscore_score",0.5523368079932226
lsq_5_scorers,"etran_energy_score,nleep_score,leep_score,sfda_score,hscore_score",0.7235558402067009
overall_5_scorers,"etran_energy_score,nleep_score,leep_score,sfda_score,reg_hscore_score",0.39063442992449915
per_scorer_5_scorers,"etran_energy_score,nleep_score,leep_score,sfda_score,reg_hscore_score",0.7066232026264533
per_scorer_dataset_5_scorers,"etran_energy_score,nleep_score,leep_score,sfda_score,reg_hscore_score",0.7066232026264533
svm_5_scorers,"etran_energy_score,nleep_score,leep_score,sfda_score,reg_hscore_score",0.5338125873283707
lsq_5_scorers,"etran_energy_score,nleep_score,leep_score,sfda_score,reg_hscore_score",0.7303026197484944
overall_5_scorers,"etran_energy_score,nleep_score,leep_score,hscore_score,reg_hscore_score",0.09140175635230517
per_scorer_5_scorers,"etran_energy_score,nleep_score,leep_score,hscore_score,reg_hscore_score",0.712340858797979
per_scorer_dataset_5_scorers,"etran_energy_score,nleep_score,leep_score,hscore_score,reg_hscore_score",0.712340858797979
svm_5_scorers,"etran_energy_score,nleep_score,leep_score,hscore_score,reg_hscore_score",0.5855096145029749
lsq_5_scorers,"etran_energy_score,nleep_score,leep_score,hscore_score,reg_hscore_score",0.7318011438049375
overall_5_scorers,"etran_energy_score,nleep_score,logme_score,tmi_score,nce_score",0.2584399748740622
per_scorer_5_scorers,"etran_energy_score,nleep_score,logme_score,tmi_score,nce_score",0.7122272720430143
per_scorer_dataset_5_scorers,"etran_energy_score,nleep_score,logme_score,tmi_score,nce_score",0.7122272720430143
svm_5_scorers,"etran_energy_score,nleep_score,logme_score,tmi_score,nce_score",0.5881836930475326
lsq_5_scorers,"etran_energy_score,nleep_score,logme_score,tmi_score,nce_score",0.6977045895891574
overall_5_scorers,"etran_energy_score,nleep_score,logme_score,tmi_score,sfda_score",0.43119448105222435
per_scorer_5_scorers,"etran_energy_score,nleep_score,logme_score,tmi_score,sfda_score",0.6907552698095984
per_scorer_dataset_5_scorers,"etran_energy_score,nleep_score,logme_score,tmi_score,sfda_score",0.6907552698095984
svm_5_scorers,"etran_energy_score,nleep_score,logme_score,tmi_score,sfda_score",0.5839495072661308
lsq_5_scorers,"etran_energy_score,nleep_score,logme_score,tmi_score,sfda_score",0.6786138036646103
overall_5_scorers,"etran_energy_score,nleep_score,logme_score,tmi_score,hscore_score",0.09140175635230517
per_scorer_5_scorers,"etran_energy_score,nleep_score,logme_score,tmi_score,hscore_score",0.7077234887829649
per_scorer_dataset_5_scorers,"etran_energy_score,nleep_score,logme_score,tmi_score,hscore_score",0.7077234887829649
svm_5_scorers,"etran_energy_score,nleep_score,logme_score,tmi_score,hscore_score",0.5685331844388876
lsq_5_scorers,"etran_energy_score,nleep_score,logme_score,tmi_score,hscore_score",0.6951030423459628
overall_5_scorers,"etran_energy_score,nleep_score,logme_score,tmi_score,reg_hscore_score",0.43119448105222435
per_scorer_5_scorers,"etran_energy_score,nleep_score,logme_score,tmi_score,reg_hscore_score",0.717843658095656
per_scorer_dataset_5_scorers,"etran_energy_score,nleep_score,logme_score,tmi_score,reg_hscore_score",0.717843658095656
svm_5_scorers,"etran_energy_score,nleep_score,logme_score,tmi_score,reg_hscore_score",0.5919881650812416
lsq_5_scorers,"etran_energy_score,nleep_score,logme_score,tmi_score,reg_hscore_score",0.6930653233322247
overall_5_scorers,"etran_energy_score,nleep_score,logme_score,nce_score,sfda_score",0.2584399748740622
per_scorer_5_scorers,"etran_energy_score,nleep_score,logme_score,nce_score,sfda_score",0.6777447965633844
per_scorer_dataset_5_scorers,"etran_energy_score,nleep_score,logme_score,nce_score,sfda_score",0.6777447965633844
svm_5_scorers,"etran_energy_score,nleep_score,logme_score,nce_score,sfda_score",0.54776733600741
lsq_5_scorers,"etran_energy_score,nleep_score,logme_score,nce_score,sfda_score",0.7128663686040735
overall_5_scorers,"etran_energy_score,nleep_score,logme_score,nce_score,hscore_score",0.09140175635230517
per_scorer_5_scorers,"etran_energy_score,nleep_score,logme_score,nce_score,hscore_score",0.6694187505730658
per_scorer_dataset_5_scorers,"etran_energy_score,nleep_score,logme_score,nce_score,hscore_score",0.6694187505730658
svm_5_scorers,"etran_energy_score,nleep_score,logme_score,nce_score,hscore_score",0.5298781063582567
lsq_5_scorers,"etran_energy_score,nleep_score,logme_score,nce_score,hscore_score",0.6904706186646298
overall_5_scorers,"etran_energy_score,nleep_score,logme_score,nce_score,reg_hscore_score",0.2584399748740622
per_scorer_5_scorers,"etran_energy_score,nleep_score,logme_score,nce_score,reg_hscore_score",0.6646440013192482
per_scorer_dataset_5_scorers,"etran_energy_score,nleep_score,logme_score,nce_score,reg_hscore_score",0.6646440013192482
svm_5_scorers,"etran_energy_score,nleep_score,logme_score,nce_score,reg_hscore_score",0.5417007084802765
lsq_5_scorers,"etran_energy_score,nleep_score,logme_score,nce_score,reg_hscore_score",0.6964660834055226
overall_5_scorers,"etran_energy_score,nleep_score,logme_score,sfda_score,hscore_score",0.09140175635230517
per_scorer_5_scorers,"etran_energy_score,nleep_score,logme_score,sfda_score,hscore_score",0.6930639548171046
per_scorer_dataset_5_scorers,"etran_energy_score,nleep_score,logme_score,sfda_score,hscore_score",0.6930639548171046
svm_5_scorers,"etran_energy_score,nleep_score,logme_score,sfda_score,hscore_score",0.5293060670380805
lsq_5_scorers,"etran_energy_score,nleep_score,logme_score,sfda_score,hscore_score",0.6949552427129989
overall_5_scorers,"etran_energy_score,nleep_score,logme_score,sfda_score,reg_hscore_score",0.43119448105222435
per_scorer_5_scorers,"etran_energy_score,nleep_score,logme_score,sfda_score,reg_hscore_score",0.7181091500289436
per_scorer_dataset_5_scorers,"etran_energy_score,nleep_score,logme_score,sfda_score,reg_hscore_score",0.7181091500289436
svm_5_scorers,"etran_energy_score,nleep_score,logme_score,sfda_score,reg_hscore_score",0.5828670118061784
lsq_5_scorers,"etran_energy_score,nleep_score,logme_score,sfda_score,reg_hscore_score",0.6986091780835039
overall_5_scorers,"etran_energy_score,nleep_score,logme_score,hscore_score,reg_hscore_score",0.09140175635230517
per_scorer_5_scorers,"etran_energy_score,nleep_score,logme_score,hscore_score,reg_hscore_score",0.6925014951027683
per_scorer_dataset_5_scorers,"etran_energy_score,nleep_score,logme_score,hscore_score,reg_hscore_score",0.6925014951027683
svm_5_scorers,"etran_energy_score,nleep_score,logme_score,hscore_score,reg_hscore_score",0.5474142591064401
lsq_5_scorers,"etran_energy_score,nleep_score,logme_score,hscore_score,reg_hscore_score",0.6938056900121656
overall_5_scorers,"etran_energy_score,nleep_score,tmi_score,nce_score,sfda_score",0.2584399748740622
per_scorer_5_scorers,"etran_energy_score,nleep_score,tmi_score,nce_score,sfda_score",0.6332885828889087
per_scorer_dataset_5_scorers,"etran_energy_score,nleep_score,tmi_score,nce_score,sfda_score",0.6332885828889087
svm_5_scorers,"etran_energy_score,nleep_score,tmi_score,nce_score,sfda_score",0.5333185533700366
lsq_5_scorers,"etran_energy_score,nleep_score,tmi_score,nce_score,sfda_score",0.6679612819702232
overall_5_scorers,"etran_energy_score,nleep_score,tmi_score,nce_score,hscore_score",0.09140175635230517
per_scorer_5_scorers,"etran_energy_score,nleep_score,tmi_score,nce_score,hscore_score",0.6891253683016312
per_scorer_dataset_5_scorers,"etran_energy_score,nleep_score,tmi_score,nce_score,hscore_score",0.6891253683016312
svm_5_scorers,"etran_energy_score,nleep_score,tmi_score,nce_score,hscore_score",0.5523737579014643
lsq_5_scorers,"etran_energy_score,nleep_score,tmi_score,nce_score,hscore_score",0.6922346346543603
overall_5_scorers,"etran_energy_score,nleep_score,tmi_score,nce_score,reg_hscore_score",0.2584399748740622
per_scorer_5_scorers,"etran_energy_score,nleep_score,tmi_score,nce_score,reg_hscore_score",0.6942531944564186
per_scorer_dataset_5_scorers,"etran_energy_score,nleep_score,tmi_score,nce_score,reg_hscore_score",0.6942531944564186
svm_5_scorers,"etran_energy_score,nleep_score,tmi_score,nce_score,reg_hscore_score",0.523544618382716
lsq_5_scorers,"etran_energy_score,nleep_score,tmi_score,nce_score,reg_hscore_score",0.6765309236519096
overall_5_scorers,"etran_energy_score,nleep_score,tmi_score,sfda_score,hscore_score",0.09140175635230517
per_scorer_5_scorers,"etran_energy_score,nleep_score,tmi_score,sfda_score,hscore_score",0.6438521511004915
per_scorer_dataset_5_scorers,"etran_energy_score,nleep_score,tmi_score,sfda_score,hscore_score",0.6438521511004915
svm_5_scorers,"etran_energy_score,nleep_score,tmi_score,sfda_score,hscore_score",0.5336853154222069
lsq_5_scorers,"etran_energy_score,nleep_score,tmi_score,sfda_score,hscore_score",0.6877185347582312
overall_5_scorers,"etran_energy_score,nleep_score,tmi_score,sfda_score,reg_hscore_score",0.43119448105222435
per_scorer_5_scorers,"etran_energy_score,nleep_score,tmi_score,sfda_score,reg_hscore_score",0.644346185058826
per_scorer_dataset_5_scorers,"etran_energy_score,nleep_score,tmi_score,sfda_score,reg_hscore_score",0.644346185058826
svm_5_scorers,"etran_energy_score,nleep_score,tmi_score,sfda_score,reg_hscore_score",0.5494191337572996
lsq_5_scorers,"etran_energy_score,nleep_score,tmi_score,sfda_score,reg_hscore_score",0.6753225248009155
overall_5_scorers,"etran_energy_score,nleep_score,tmi_score,hscore_score,reg_hscore_score",0.09140175635230517
per_scorer_5_scorers,"etran_energy_score,nleep_score,tmi_score,hscore_score,reg_hscore_score",0.6884465848020923
per_scorer_dataset_5_scorers,"etran_energy_score,nleep_score,tmi_score,hscore_score,reg_hscore_score",0.6884465848020923
svm_5_scorers,"etran_energy_score,nleep_score,tmi_score,hscore_score,reg_hscore_score",0.5550998400205818
lsq_5_scorers,"etran_energy_score,nleep_score,tmi_score,hscore_score,reg_hscore_score",0.6729194122501262
overall_5_scorers,"etran_energy_score,nleep_score,nce_score,sfda_score,hscore_score",0.09140175635230517
per_scorer_5_scorers,"etran_energy_score,nleep_score,nce_score,sfda_score,hscore_score",0.698465483995899
per_scorer_dataset_5_scorers,"etran_energy_score,nleep_score,nce_score,sfda_score,hscore_score",0.698465483995899
svm_5_scorers,"etran_energy_score,nleep_score,nce_score,sfda_score,hscore_score",0.493583716859695
lsq_5_scorers,"etran_energy_score,nleep_score,nce_score,sfda_score,hscore_score",0.6941615039433753
overall_5_scorers,"etran_energy_score,nleep_score,nce_score,sfda_score,reg_hscore_score",0.2584399748740622
per_scorer_5_scorers,"etran_energy_score,nleep_score,nce_score,sfda_score,reg_hscore_score",0.6810237587909983
per_scorer_dataset_5_scorers,"etran_energy_score,nleep_score,nce_score,sfda_score,reg_hscore_score",0.6810237587909983
